Date,Season,HomeTeam,AwayTeam,FTHG,FTAG
7/05/2017,2016,Sassuolo Calcio,ACF Fiorentina,2,2
7/05/2017,2016,Udinese Calcio,Atalanta,1,1
13/05/2017,2016,Atalanta,AC Milan,1,1
13/05/2017,2016,ACF Fiorentina,Lazio Roma,3,2
14/05/2017,2016,Bologna FC,Pescara Calcio,3,1
14/05/2017,2016,Cagliari Calcio,Empoli FC,3,2
14/05/2017,2016,FC Crotone,Udinese Calcio,1,0
14/05/2017,2016,Inter,Sassuolo Calcio,1,2
14/05/2017,2016,US Palermo,Genoa CFC,1,0
14/05/2017,2016,AS Roma,Juventus,3,1
14/05/2017,2016,Sampdoria,Chievo Verona,1,1
14/05/2017,2016,Torino FC,SSC Napoli,0,5
20/05/2017,2016,Chievo Verona,AS Roma,3,5
20/05/2017,2016,SSC Napoli,ACF Fiorentina,4,1
21/05/2017,2016,Empoli FC,Atalanta,0,1
21/05/2017,2016,Genoa CFC,Torino FC,2,1
21/05/2017,2016,Juventus,FC Crotone,3,0
21/05/2017,2016,Lazio Roma,Inter,1,3
21/05/2017,2016,AC Milan,Bologna FC,3,0
21/05/2017,2016,Sassuolo Calcio,Cagliari Calcio,6,2
21/05/2017,2016,Udinese Calcio,Sampdoria,1,1
22/05/2017,2016,Pescara Calcio,US Palermo,2,0
27/05/2017,2016,Atalanta,Chievo Verona,1,0
27/05/2017,2016,Bologna FC,Juventus,1,2
28/05/2017,2016,Cagliari Calcio,AC Milan,2,1
28/05/2017,2016,FC Crotone,Lazio Roma,3,1
28/05/2017,2016,ACF Fiorentina,Pescara Calcio,2,2
28/05/2017,2016,Inter,Udinese Calcio,5,2
28/05/2017,2016,US Palermo,Empoli FC,2,1
28/05/2017,2016,AS Roma,Genoa CFC,3,2
28/05/2017,2016,Sampdoria,SSC Napoli,2,4
28/05/2017,2016,Torino FC,Sassuolo Calcio,5,3
