Date,HomeTeam,AwayTeam,FTHG,FTAG
2017/3/18,CD Alaves,Real Sociedad,1,0
2017/3/18,Athletic Bilbao,Real Madrid,1,2
2017/3/18,Real Betis,CA Osasuna,2,0
2017/3/18,SD Eibar,Espanyol Barcelona,1,1
2017/3/19,Atletico Madrid,Sevilla FC,3,1
2017/3/19,FC Barcelona,Valencia CF,4,2
2017/3/19,Deportivo La Coruna,Celta Vigo,0,1
2017/3/19,CD Leganes,Malaga CF,0,0
2017/3/19,Sporting Gijon,Granada CF,3,1
2017/3/31,Espanyol Barcelona,Real Betis,2,1
2017/4/1,Malaga CF,Atletico Madrid,0,2
2017/4/1,CA Osasuna,Athletic Bilbao,1,2
2017/4/1,Real Sociedad,CD Leganes,1,1
2017/4/1,Villarreal CF,SD Eibar,2,3
2017/4/2,Granada CF,FC Barcelona,1,4
2017/4/2,Real Madrid,CD Alaves,3,0
2017/4/2,Sevilla FC,Sporting Gijon,0,0
2017/4/2,Valencia CF,Deportivo La Coruna,3,0
2017/4/3,Celta Vigo,UD Las Palmas,3,1
2017/4/4,Athletic Bilbao,Espanyol Barcelona,2,0
2017/4/4,Atletico Madrid,Real Sociedad,1,0
2017/4/4,Real Betis,Villarreal CF,0,1
2017/4/5,CD Alaves,CA Osasuna,0,1
2017/4/5,FC Barcelona,Sevilla FC,3,0
2017/4/5,Deportivo La Coruna,Granada CF,0,0
2017/4/5,CD Leganes,Real Madrid,2,4
2017/4/5,Sporting Gijon,Malaga CF,0,1
2017/4/6,SD Eibar,UD Las Palmas,3,1
2017/4/6,Valencia CF,Celta Vigo,3,2
2017/4/7,Villarreal CF,Athletic Bilbao,3,1
2017/4/8,Espanyol Barcelona,CD Alaves,1,0
2017/4/8,Malaga CF,FC Barcelona,2,0
2017/4/8,Real Madrid,Atletico Madrid,1,1
2017/4/8,Sevilla FC,Deportivo La Coruna,4,2
2017/4/9,Celta Vigo,SD Eibar,0,2
2017/4/9,Granada CF,Valencia CF,1,3
2017/4/9,UD Las Palmas,Real Betis,4,1
2017/4/9,CA Osasuna,CD Leganes,2,1
2017/4/10,Real Sociedad,Sporting Gijon,3,1
2017/4/14,Athletic Bilbao,UD Las Palmas,5,1
2017/4/15,Atletico Madrid,CA Osasuna,3,0
2017/4/15,FC Barcelona,Real Sociedad,3,2
2017/4/15,Deportivo La Coruna,Malaga CF,2,0
2017/4/15,Sporting Gijon,Real Madrid,2,3
2017/4/16,Real Betis,SD Eibar,2,0
2017/4/16,Granada CF,Celta Vigo,0,3
2017/4/16,CD Leganes,Espanyol Barcelona,0,1
2017/4/16,Valencia CF,Sevilla FC,0,0
2017/4/17,CD Alaves,Villarreal CF,2,1
2017/4/21,Sevilla FC,Granada CF,2,0
2017/4/22,Espanyol Barcelona,Atletico Madrid,0,1
2017/4/22,Malaga CF,Valencia CF,2,0
2017/4/22,CA Osasuna,Sporting Gijon,2,2
2017/4/22,Villarreal CF,CD Leganes,2,1
2017/4/23,Celta Vigo,Real Betis,0,1
2017/4/23,UD Las Palmas,CD Alaves,1,1
2017/4/23,Real Madrid,FC Barcelona,2,3
2017/4/23,Real Sociedad,Deportivo La Coruna,1,0
2017/4/24,SD Eibar,Athletic Bilbao,0,1
2017/4/25,Atletico Madrid,Villarreal CF,0,1
2017/4/25,Granada CF,Malaga CF,0,2
2017/4/25,Sporting Gijon,Espanyol Barcelona,1,1
2017/4/26,FC Barcelona,CA Osasuna,7,1
2017/4/26,Deportivo La Coruna,Real Madrid,2,6
2017/4/26,CD Leganes,UD Las Palmas,3,0
2017/4/26,Valencia CF,Real Sociedad,2,3
2017/4/27,CD Alaves,SD Eibar,0,0
2017/4/27,Athletic Bilbao,Real Betis,2,1
2017/4/27,Sevilla FC,Celta Vigo,2,1
2017/4/28,Villarreal CF,Sporting Gijon,3,1
2017/4/29,Espanyol Barcelona,FC Barcelona,0,3
2017/4/29,UD Las Palmas,Atletico Madrid,0,5
2017/4/29,Real Madrid,Valencia CF,2,1
2017/4/29,Real Sociedad,Granada CF,2,1
2017/4/30,Real Betis,CD Alaves,1,4
2017/4/30,Celta Vigo,Athletic Bilbao,0,3
2017/4/30,SD Eibar,CD Leganes,2,0
2017/4/30,CA Osasuna,Deportivo La Coruna,2,2
2017/5/1,Malaga CF,Sevilla FC,4,2
2017/5/5,Sevilla FC,Real Sociedad,1,1
2017/5/6,Atletico Madrid,SD Eibar,1,0
2017/5/6,FC Barcelona,Villarreal CF,4,1
2017/5/6,Granada CF,Real Madrid,0,4
2017/5/6,Sporting Gijon,UD Las Palmas,1,0
2017/5/7,CD Alaves,Athletic Bilbao,1,0
2017/5/7,Deportivo La Coruna,Espanyol Barcelona,1,2
2017/5/7,Malaga CF,Celta Vigo,3,0
2017/5/7,Valencia CF,CA Osasuna,4,1
2017/5/8,CD Leganes,Real Betis,4,0
2017/5/13,Espanyol Barcelona,Valencia CF,0,1
2017/5/13,CA Osasuna,Granada CF,2,1
2017/5/14,CD Alaves,Celta Vigo,3,1
2017/5/14,Athletic Bilbao,CD Leganes,1,1
2017/5/14,Real Betis,Atletico Madrid,1,1
2017/5/14,SD Eibar,Sporting Gijon,0,1
2017/5/14,UD Las Palmas,FC Barcelona,1,4
2017/5/14,Real Madrid,Sevilla FC,4,1
2017/5/14,Real Sociedad,Malaga CF,2,2
2017/5/14,Villarreal CF,Deportivo La Coruna,0,0
2017/5/17,Celta Vigo,Real Madrid,1,4
2017/5/19,Granada CF,Espanyol Barcelona,1,2
2017/5/20,Deportivo La Coruna,UD Las Palmas,3,0
2017/5/20,CD Leganes,CD Alaves,1,1
2017/5/20,Sevilla FC,CA Osasuna,5,0
2017/5/20,Sporting Gijon,Real Betis,2,2
2017/5/21,Atletico Madrid,Athletic Bilbao,3,1
2017/5/21,FC Barcelona,SD Eibar,4,2
2017/5/21,Celta Vigo,Real Sociedad,2,2
2017/5/21,Malaga CF,Real Madrid,0,2
2017/5/21,Valencia CF,Villarreal CF,1,3
